event_name,category,category_id,description,
KRUNK Presents: Hotbox 04: The Maghreban,Dance,27,"KRUNK Presents: Hotbox 04 ft. The Maghreban @ Koramangala Social, Bangalore 'Hotbox' our brand new property focuses on the most cutting edge electronic / 4x4 / house music from across the globe Venue: Koramangala Social Date: 12th Oct '18 (Friday) Time: 10 PM Onwards *Venue Rules Apply ------------------- About Maghreban ------------------ The Maghreban aka Ayman Rostom is one of the most unique and respected beat makers working in house and techno today. His dusky grooves, heavy bass pressure and clanking drum breaks sound like they were dredged from the bottom of the river Nile, imbued with a maverick personality that shares kinship with the likes of Detroit�s Andres and Waajed, making him a perfect fit on R&S�s storied roster of pioneering outsiders. In the past four years, he has released a slew of hotly tipped 12�s, mainly on his own label, Zoot, as well as French label Versatile and Bristolian beat mongers Black Acre. Also known as acclaimed hip-hop producer Dr Zygote (also one half of Eglo�s Strange U) Rostom has gained a reputation as a producer's producer, garnering heavyweight tastemaker support from the likes of Benji B, Ben UFO, Nicolas Jaar, Trevor Jackson and many others.",
Belly Dance Workshop by Deepthi Shetty,Dance,27,"Bengaluru get ready for a fun weekend! Deepthi Shetty will take you through the magical world of belly dance with beautiful techniques that will find their way into her mesmerising choreo. If you have always wanted to learn belly dance but didn't know where/how to start, then this is your chance! A bit about Deepthi Shetty: She is the Director & Head of the Belly Dance division of Tarantismo Creative Dance Company. Deepthi was a quarterfinalist on India's Got Talent and also represented India at the Asia Global Belly Dance Festival in Singapore. Her Kathak inspired Belly Dance piece, �Sheesha� won her the award of �Best Choreographer� at the �Artists in Action� festival held in Mumbai in 2013. As a result she won a week long scholarship at the Peridance Capezio Centre, New York. Her award winning Solo �My Day, My Way� is a take on Lyrical Contemporary approach to Belly Dancing. Note: Workshop is open for all age groups. Date: Oct 13th 2018, Saturday Timings: 2pm to 4pm Fees: 700 inr per person Venue: Abstratics Creative Dance Company, #1144, 1st Floor, Above Syndicate Bank, BEML Layout 3rd Stage, Rajarajeshwari Nagara, Bengaluru 560098",
Dance-Athon for KIDS,Dance,27,"Hola!!! Is your child gadget freak!? Glued to the television!? Too energetic but has no physical activity to expel their energy!? What you waiting for!? Bring them along to dance along with team.... Zumba is a form of dance that gives u a flavour of dance from many international countries along with a taste of fitness... As we have always promised to give u child a combination of fun and learning, we have included our innovative way of learning for them... they will get to learn about a few countries while they Come Rejoice your vaccation with us... Dance Along! Age Group :4+ yrs Venue : Lahe Lahe ( Indiranagar 100 feet Road) Date : 13-Oct-2018 Time: 3:00 PM-5:00 Pm Price : 380/- The event is Kids Zumba Workshop : Workshop on dance forms from various countries & also learn about the countries that you will be dancing on.",
Dandiya Night Ft Dj Deep Bhamra,Dance,27,"A mix of traditional Bollywood and Gujarati folk dance with the use of colourful sticks, bring your friends and have them bask in this colourful event. *Free Entry for Couples & Girls! Guestlist: 8296005228 Club Rules Apply!",
Ta Dhom Project,Dance,27,"bFLAT Indiranagar is delighted to present the Ta Dhom Project - a path-breaking musical/cultural fusion venture fronted by Mumbai- based, ace percussionist, musician and composer, Viveick Rajagopalan. The syllables/sounds �Ta� and �Dhom� symbolize the idea of two worlds, two ideas, and two cultures. Classical Music and Hip Hop are representative of this very concept of �THE TWO WORLDS� - and yet, harmony lies hidden within their duality. Ta Dhom Project has created a sub-text in the Hip Hop Culture and added an Indian twist to it. This eclectic line-up features Mridangam and Kanjira, setting the grooves/beats - with musical layers created on the software program called Ableton Live, accompanied by the Violin, Bass Guitar and 3 immensely talented MC's who will present their Konnakol and Rap vocal skills. The art form called �Konnakol� is a very unique vocal language of percussion, derived from the sounds of an ancient percussion instrument called Mridangam, which hails from the southern states of India. Konnakol, as a vocal percussion, brings emotion to rhythm and thus shares its lineage with languages. An experiment ensued: of taking Rap (the vocal language of the American Hip Hop culture) and Konnakol, beyond their respective boundaries. The challenge was to retain the ethos of this collaboration and respect each culture�s identity; yet create something that had an identity of its own. A sound like this has arguably, not been done before. They stay true to the ethnicity of the sound - keeping it raw, bold, and intact.",
Technical Contemporary Dance Workshop by Bruno Catalano,Dance,27,"About Organizer: Come, see the space. Explore. And understand what it can offer you. Hours of operation: 8.30am - 8.00pm Office hours: 10.00am - 07.00pm http://www.shoonyaspace.com/",
Salsa Social,Dance,27,An evening of Salsa dancing at Lahe Lahe. Look forward to great music and fun with friends. Workshops by Minoti Ramachandra and Manoj. Bring your friends for a quick introductory lesson. There will also be: Intro to salsa (for all new ppl coming in) Intro to JIVE (for all) HOUSE session ( fun solo dancing party moves for everyone to follow along) Entry fee- Rs 150,
LOFT 38 I Fantastic Friday featuring Felix (Kolkata),Dance,27,"FANTASTIC FRIDAY || VKP EXPAT MINGLE featuring DJ Felix from Kolkata. This is the night full of beautiful people around, at the ultimate nightlife destination. Friday 26tht October 2018, 8:00 PM Onwards Loft 38, Indiranagar Reservation 08049337555 Note: Entry to Couples and Ladies only Cover Charge applicable ID Cards are must (Entry to 21+ Years Old) About the artist; Felix Huang (born May 05,1990),better known by his stage name DJ Felix. Associated with the profession for the last eight years, have explored just about every genre on music and have learned how to get into the shoes of my audience and get them on the dance floor. Regular night out's at the city night clubs and my passion for music and dancing drove me to the decision that he wanted to be a DJ. This is what was required to build a base and get him going. My music varies from commercial tracks and remixes to everything. Though he specializes in Hip Hop-Rnb & Trap which he love. For him it�s the audience that rules the show and make sure they get what they want. Owner Of Hip Hop Sessions Co-Founder Of BUMM SQUAD https://www.facebook.com/deejayfelix/",
Let's Raq It! 2018- Belly Dance Annual Showcase,Dance,27,"This event is organised by Nikitha Krishnan - Performing Belly Dance Artist from Bangalore. Let's Raq It is a unique dance showcase that will depict different styles and fusion styles of belly dance performed by the students and Nikitha.This show is more about experimentation and inventiveness and also students get the platform to bring out their hidden talents, let go of their stage fear and express through belly dance. If you love watching belly dance, love sparkly costumes and enjoys this art form, this is the place to be. Come and be a part of this spectacular show on 18th November, 11.30am onwards. Tickets are priced from Rs. 150 onwards. Venue: Prabhath KH Kalasouda, Basvangudi, Bengaluru. Showtime: 11.45am-1.30pm Doors open at 11.15am",
IN Mumbai GROUP X-Week on 8th to 12th Octomber-2018,Dance,27,"MONDAY 08-10-2018 4pm to 5pm Zumba ZUMBA- Zumba is Latin style easy to follow high energy workout. Zumba is truly for anyone who can stand up and dance. Zumba targets lots of different muscles group at once for total body toning boost your heart health. Zumba is powerful exercise with a 600 to 1000 calories burn in just one hour. TUESDAY 09-10-2018 4pm to 5pm Power Yoga POWER YOGA-Power Yoga is a great way to combine the mental, physical, and spiritual benefits of yoga with high intensity, calorie-burning exercise. Power Yoga strengthens your body, increases flexibility, and promotes stamina and weight loss as well as improving posture. WEDNESDAY 10-10-2018 4pm to 5pm Salsa SALSA-Salsa is a popular form of social dance that originated in the Caribbean. The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms. THURSDAY 11-10-2018 4pm to 5pm Functional Training FUNCTIONAL TRAINING-Functional training has become the new buzzword in gyms � but it�s by no means just another �fad� of fitness. Using workouts that shift the focus in fitness to a much more practical full body workout, functional training works by exercising your muscles in a similar way to how your body would be used in everyday life. It�s the type of training that prepares your body for various forms of daily activity and thus, maintains body strength and endurance that can be applied across all areas. FRIDAY 12-10-2018 4pm to 5pm Bollywood Dance BOLLYWOOD DANCE-The Bollywood workout is a dance based high-intensity interval training fitness program ABOUT RESOURCE PERSON RAJ ARYA HE IS A TRAINED ZUMBA FITNESS INSTRUCTOR AND PROFESSIONAL CHOREOGRAPHER.HE HAS DONE COMMERCIAL SHOOT WITH 'SUNNY LEONE' PRODUCT JAL.RECENTLY HE IS KNOWS VARIOUS DANCE STYLE LIKE JAZZ,HIP HIP,CONTEMPORARY,SALSA,ETC.HE IS TRAINED FROM SHIAMAK DAVAR DANCE COMPANY,THE DANCE WORX,THE DANCE CLUB INDIAN,SADHYA DANCE COMPANY,ANUPAM KHER ACTING INSTITUTION,ETC.HE IS 15 YEARS EXPERIENCE IN DANCE AND FITNESS INDUSTRY.RAJ IS LICENSED ZUMBA AND ZUMBA KIDS FITNESS INSTRUCTOR.HE HAS ASSISTED MASTER TRAINER OF ZUMBA 'SUCHETA PAL' FOR 2 YEARS.",
